report_year,calculator_data_version,property_price_gbp,jurisdiction,buyer_type,assumption_level,deposit_percentage,deposit_gbp,property_tax_name,property_tax_gbp,property_tax_basis,legal_fees_gbp,legal_fees_basis,searches_gbp,searches_basis,registration_gbp,registration_basis,survey_gbp,survey_basis,mortgage_fees_gbp,mortgage_fees_basis,bank_transfer_fee_gbp,moving_costs_gbp,moving_costs_included,insurance_gbp,insurance_included,furnishing_setup_gbp,furnishing_setup_included,contingency_gbp,contingency_percentage,total_upfront_cash_gbp,notes
2026,2026.07.1,300000,Scotland,Home mover,average,10,30000,LBTT,4600,official-calculation,1400,market-estimate,240,market-estimate,530,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,40168,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,300000,Scotland,Additional property / second home,average,10,30000,LBTT,28600,official-calculation,1400,market-estimate,240,market-estimate,530,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,64168,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,300000,Wales,First-time buyer,average,10,30000,LTT,4500,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,39809,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,300000,Wales,Home mover,average,10,30000,LTT,4500,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,39809,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,300000,Wales,Additional property / second home,average,10,30000,LTT,19950,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,55259,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,England,First-time buyer,average,10,32500,Stamp Duty Land Tax,1250,official-calculation,1400,market-estimate,340,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,470,10,39070,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,England,Home mover,average,10,32500,Stamp Duty Land Tax,6250,official-calculation,1400,market-estimate,340,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,470,10,44070,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,England,Additional property / second home,average,10,32500,Stamp Duty Land Tax,22500,official-calculation,1400,market-estimate,340,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,470,10,60320,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,Northern Ireland,First-time buyer,average,10,32500,Stamp Duty Land Tax,1250,official-calculation,1400,market-estimate,340,market-estimate,445,market-estimate,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,515,10,39410,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,325000,Northern Ireland,Home mover,average,10,32500,Stamp Duty Land Tax,6250,official-calculation,1400,market-estimate,340,market-estimate,445,market-estimate,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,515,10,44410,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,325000,Northern Ireland,Additional property / second home,average,10,32500,Stamp Duty Land Tax,22500,official-calculation,1400,market-estimate,340,market-estimate,445,market-estimate,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,515,10,60660,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,325000,Scotland,First-time buyer,average,10,32500,LBTT,5250,official-calculation,1400,market-estimate,240,market-estimate,660,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,43448,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,Scotland,Home mover,average,10,32500,LBTT,5850,official-calculation,1400,market-estimate,240,market-estimate,660,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,44048,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,Scotland,Additional property / second home,average,10,32500,LBTT,31850,official-calculation,1400,market-estimate,240,market-estimate,660,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,70048,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,Wales,First-time buyer,average,10,32500,LTT,6000,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,43809,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,Wales,Home mover,average,10,32500,LTT,6000,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,43809,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,325000,Wales,Additional property / second home,average,10,32500,LTT,22450,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,60259,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,England,First-time buyer,average,10,35000,Stamp Duty Land Tax,2500,official-calculation,1400,market-estimate,340,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,470,10,42820,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,England,Home mover,average,10,35000,Stamp Duty Land Tax,7500,official-calculation,1400,market-estimate,340,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,470,10,47820,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,England,Additional property / second home,average,10,35000,Stamp Duty Land Tax,25000,official-calculation,1400,market-estimate,340,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,470,10,65320,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,Northern Ireland,First-time buyer,average,10,35000,Stamp Duty Land Tax,2500,official-calculation,1400,market-estimate,340,market-estimate,445,market-estimate,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,515,10,43160,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,350000,Northern Ireland,Home mover,average,10,35000,Stamp Duty Land Tax,7500,official-calculation,1400,market-estimate,340,market-estimate,445,market-estimate,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,515,10,48160,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,350000,Northern Ireland,Additional property / second home,average,10,35000,Stamp Duty Land Tax,25000,official-calculation,1400,market-estimate,340,market-estimate,445,market-estimate,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,515,10,65660,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,350000,Scotland,First-time buyer,average,10,35000,LBTT,7750,official-calculation,1400,market-estimate,240,market-estimate,660,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,48448,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,Scotland,Home mover,average,10,35000,LBTT,8350,official-calculation,1400,market-estimate,240,market-estimate,660,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,49048,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,Scotland,Additional property / second home,average,10,35000,LBTT,36350,official-calculation,1400,market-estimate,240,market-estimate,660,official-charge,700,market-estimate,800,market-estimate,40,1100,true,300,true,0,false,458,10,77048,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,Wales,First-time buyer,average,10,35000,LTT,7500,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,47809,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,Wales,Home mover,average,10,35000,LTT,7500,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,47809,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,350000,Wales,Additional property / second home,average,10,35000,LTT,24950,official-calculation,1400,market-estimate,330,market-estimate,150,official-charge,700,market-estimate,800,market-estimate,40,1100,true,320,true,0,false,469,10,65259,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,England,First-time buyer,average,10,40000,Stamp Duty Land Tax,5000,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,51035,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,England,Home mover,average,10,40000,Stamp Duty Land Tax,10000,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,56035,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,England,Additional property / second home,average,10,40000,Stamp Duty Land Tax,30000,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,76035,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,Northern Ireland,First-time buyer,average,10,40000,Stamp Duty Land Tax,5000,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,51375,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,400000,Northern Ireland,Home mover,average,10,40000,Stamp Duty Land Tax,10000,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,56375,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,400000,Northern Ireland,Additional property / second home,average,10,40000,Stamp Duty Land Tax,30000,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,76375,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,400000,Scotland,First-time buyer,average,10,40000,LBTT,12750,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,59163,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,Scotland,Home mover,average,10,40000,LBTT,13350,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,59763,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,Scotland,Additional property / second home,average,10,40000,LBTT,45350,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,91763,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,Wales,First-time buyer,average,10,40000,LTT,10500,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,56524,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,Wales,Home mover,average,10,40000,LTT,10500,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,56524,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,400000,Wales,Additional property / second home,average,10,40000,LTT,29950,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,75974,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,England,First-time buyer,average,10,45000,Stamp Duty Land Tax,7500,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,58535,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,England,Home mover,average,10,45000,Stamp Duty Land Tax,12500,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,63535,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,England,Additional property / second home,average,10,45000,Stamp Duty Land Tax,35000,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,86035,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,Northern Ireland,First-time buyer,average,10,45000,Stamp Duty Land Tax,7500,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,58875,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,450000,Northern Ireland,Home mover,average,10,45000,Stamp Duty Land Tax,12500,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,63875,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,450000,Northern Ireland,Additional property / second home,average,10,45000,Stamp Duty Land Tax,35000,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,86375,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,450000,Scotland,First-time buyer,average,10,45000,LBTT,17750,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,69163,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,Scotland,Home mover,average,10,45000,LBTT,18350,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,69763,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,Scotland,Additional property / second home,average,10,45000,LBTT,54350,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,105763,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,Wales,First-time buyer,average,10,45000,LTT,14250,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,65274,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,Wales,Home mover,average,10,45000,LTT,14250,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,65274,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,450000,Wales,Additional property / second home,average,10,45000,LTT,36200,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,87224,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,England,First-time buyer,average,10,50000,Stamp Duty Land Tax,10000,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,66035,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,England,Home mover,average,10,50000,Stamp Duty Land Tax,15000,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,71035,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,England,Additional property / second home,average,10,50000,Stamp Duty Land Tax,40000,official-calculation,1550,market-estimate,340,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,535,10,96035,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,Northern Ireland,First-time buyer,average,10,50000,Stamp Duty Land Tax,10000,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,66375,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,500000,Northern Ireland,Home mover,average,10,50000,Stamp Duty Land Tax,15000,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,71375,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,500000,Northern Ireland,Additional property / second home,average,10,50000,Stamp Duty Land Tax,40000,official-calculation,1550,market-estimate,340,market-estimate,445,market-estimate,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,580,10,96375,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,500000,Scotland,First-time buyer,average,10,50000,LBTT,22750,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,79163,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,Scotland,Home mover,average,10,50000,LBTT,23350,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,79763,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,Scotland,Additional property / second home,average,10,50000,LBTT,63350,official-calculation,1550,market-estimate,240,market-estimate,660,official-charge,850,market-estimate,950,market-estimate,40,1300,true,300,true,0,false,523,10,119763,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,Wales,First-time buyer,average,10,50000,LTT,18000,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,74024,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,Wales,Home mover,average,10,50000,LTT,18000,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,74024,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,500000,Wales,Additional property / second home,average,10,50000,LTT,42450,official-calculation,1550,market-estimate,330,market-estimate,150,official-charge,850,market-estimate,950,market-estimate,40,1300,true,320,true,0,false,534,10,98474,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,England,First-time buyer,average,10,60000,Stamp Duty Land Tax,20000,official-calculation,1750,market-estimate,340,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,625,10,87170,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,England,Home mover,average,10,60000,Stamp Duty Land Tax,20000,official-calculation,1750,market-estimate,340,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,625,10,87170,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,England,Additional property / second home,average,10,60000,Stamp Duty Land Tax,50000,official-calculation,1750,market-estimate,340,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,625,10,117170,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,Northern Ireland,First-time buyer,average,10,60000,Stamp Duty Land Tax,20000,official-calculation,1750,market-estimate,340,market-estimate,445,market-estimate,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,670,10,87365,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
